2019-12-28 21:35:07 INFO  EmployeesRestAPI:16 - ******************* Started TC001_GET_AllEmployees ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:66 - ******************* Checking content type ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:69 - Content Type is ==>text/html; charset=UTF-8
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:45 - ******************* Checking respond time ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:48 - Response Tisme is ==>2978
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:26 - ******************* Checking response body ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:88 - ******************* Checking content length ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:91 - Content Length is ==>null
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:77 - ******************* Checking server type ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:80 - Server Type is ==>nginx/1.16.0
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:34 - ******************* Checking status code ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:37 - Status Code is==>200
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:55 - ******************* Checking status line ****************
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:58 - Status Line is ==>HTTP/1.1 200 OK
 2019-12-28 21:35:15 INFO  EmployeesRestAPI:101 - ******************* Finished TC002_GET_Single_Employee ****************
 2019-12-28 22:13:52 INFO  EmployeesRestAPI:17 - ******************* Started TC001_GET_AllEmployees ****************
 2019-12-28 22:13:59 INFO  EmployeesRestAPI:70 - ******************* Checking content type ****************
 2019-12-28 22:13:59 INFO  EmployeesRestAPI:73 - Content Type is ==>text/html; charset=UTF-8
 2019-12-28 22:13:59 INFO  EmployeesRestAPI:113 - ******************* Checking cookies ****************
 2019-12-28 22:13:59 INFO  EmployeesRestAPI:116 - Content Length is ==>05af9eb5dc6cc92347cc108590931d99
 2019-12-28 22:13:59 INFO  EmployeesRestAPI:47 - ******************* Checking respond time ****************
 2019-12-28 22:13:59 INFO  EmployeesRestAPI:50 - Response Tisme is ==>2737
 2019-12-28 22:13:59 WARN  EmployeesRestAPI:53 - Response Time is greater than 2000
 2019-12-28 22:14:00 INFO  EmployeesRestAPI:27 - ******************* Checking response body ****************
